y,m,d,Prec,Ep,Tavg,Tmax,Runoff
1983,7,31,0,4.77,23.1,30.7,0.3813
1983,8,1,27.27,3.02,20,26.2,1.223
1983,8,2,47.32,1.55,15.1,16.8,2.8506
1983,8,3,58.15,1.93,10.5,12.3,13.0982
1983,8,4,8.6,2.61,11.4,14.8,24.4384
1983,8,5,10.9,1.92,12,15.3,8.2598
1983,8,6,13.35,1.34,11.1,12.9,8.3356
1983,8,7,2.18,3.09,13.6,17,6.4092
1983,8,8,0,3.83,15.3,21.5,3.4883
1983,8,9,0,3.9,17.7,23.5,2.4058
1983,8,10,3.29,2.44,17.4,21.3,1.9008
1983,8,11,5.63,2.41,15.7,19.1,2.2609
1983,8,12,4.18,2.65,15.7,19,1.6856
1983,8,13,4.72,2.6,14.4,18.2,1.4103
1983,8,14,0,3.57,14.1,18.1,1.1728
1983,8,15,0,3.57,16.6,22.8,1.0201
1983,8,16,7.32,3.32,18,24,1.1405
1983,8,17,8.94,2.85,16.5,19.8,1.5229
1983,8,18,0.18,3.39,17.3,22.2,1.0491
1983,8,19,1.19,3.48,17.9,23.8,0.9599
1983,8,20,4.63,2.83,17.7,21.6,0.796
1983,8,21,2.84,3.26,17.1,22.2,0.6745
1983,8,22,4.19,3.01,17,21.2,0.6633
1983,8,23,1.51,2.87,17.1,22.3,0.6734
1983,8,24,4.03,1.92,17,20.8,0.6277
1983,8,25,8.85,2,16.4,20.4,0.7224
1983,8,26,0.79,2.37,16.7,21.2,0.6277
1983,8,27,0.33,2.57,18,22.6,0.4504
1983,8,28,7.69,2.55,18.1,22.7,0.3746
1983,8,29,10.15,1.31,16,17.6,1.291
1983,8,30,0.54,2.5,17.1,20.8,0.7324
1983,8,31,0.71,2.59,16.9,21.8,0.5496
1983,9,1,16.37,2.85,17.9,23.2,0.6722
1983,9,2,41.9,1.92,15.9,18.4,3.796
1983,9,3,16.27,1.13,12.6,15,1.9119
1983,9,4,1.45,2.43,11,14.5,1.5084
1983,9,5,7.45,0.7,13.4,16.3,1.078
1983,9,6,6.14,0.86,13.9,15.6,1.8674
1983,9,7,4.13,2.25,11.7,14.2,1.4493
1983,9,8,0,2.9,12.9,19.6,1.0914
1983,9,9,0.01,2.27,16.4,23.6,0.9209
1983,9,10,16.13,3.57,16.9,25.2,3.058
1983,9,11,16.71,2.74,10.4,15.6,17.0994
1983,9,12,3.34,1.73,8.2,10.1,7.087
1983,9,13,0.06,2.3,9.4,13.8,3.815
1983,9,14,1.68,2.57,13.3,19.9,2.5909
1983,9,15,0.05,2.75,16,23.9,2.0625
1983,9,16,36.56,0.76,10.6,13.4,11.2755
1983,9,17,6.68,1.45,7.6,10.3,8.1093
1983,9,18,0.49,2.04,10.3,15.5,4.6188
1983,9,19,0,2.59,13,20.8,3.2085
1983,9,20,3.65,0.67,10.4,12.4,4.1015
1983,9,21,0.27,1.39,12.8,18.9,3.1271
1983,9,22,2.26,1.25,13.8,16.1,2.3378
1983,9,23,0,2.23,13,19.8,1.9298
1983,9,24,0,2.4,14.6,22.7,1.7235
1983,9,25,15.7,0.9,12.9,15.5,1.5987
1983,9,26,0,2.24,12.4,17.4,1.5374
1983,9,27,0,2.02,12.2,18.4,1.4114
1983,9,28,0,1.92,13.5,20.4,1.3255
1983,9,29,0,1.99,13.9,20.2,1.0903
1983,9,30,1.56,1.38,12.9,17.3,1.0212
1983,10,1,0.53,1.39,12.7,16.5,0.9487
1983,10,2,0.05,1.09,12.4,16.8,0.903
1983,10,3,0,1.93,12.9,19.7,0.8228
1983,10,4,0,1.96,14.4,22,0.8484
1983,10,5,0,1.79,14,20.2,0.7848
1983,10,6,6.88,0.88,11.8,16.6,0.8707
1983,10,7,0.09,1.55,12.1,15.5,0.7559
1983,10,8,0.58,1.52,11.6,14.7,0.5998
1983,10,9,21.23,0.75,9.7,10,2.388
1983,10,10,1.79,1.66,12.5,17.3,3.7804
1983,10,11,11.57,1.75,9.3,13.1,2.3356
1983,10,12,1.62,1.6,6.4,10.5,1.9677
1983,10,13,0,1.55,9.1,17.8,1.4783
1983,10,14,0.17,1.43,9.6,15.2,1.1806
1983,10,15,2.9,0.87,8.3,12.6,1.116
1983,10,16,11.14,0.98,8.8,14.9,0.9052
1983,10,17,11.61,1.19,5.5,7.3,2.0703
1983,10,18,1.07,1.14,5.7,9.5,1.5061
1983,10,19,0.23,1.14,8.1,14,1.1962
1983,10,20,0.96,0.72,9.7,12.7,1.068
1983,10,21,2.02,0.83,6,8.4,0.9409
1983,10,22,0,1.2,4.2,8.7,0.767
1983,10,23,0,1.08,4.6,11,0.6143
1983,10,24,0,0.95,4.4,10.2,0.67
1983,10,25,0,0.66,3.9,7.5,0.728
1983,10,26,0,0.92,5.8,11.9,0.5875
1983,10,27,0,1.03,6.8,14.5,0.5886
1983,10,28,0,0.92,6.4,12.7,0.5596
1983,10,29,0.09,0.47,5.1,8,0.4314
1983,10,30,0.03,0.75,6,10.8,0.3489
1983,10,31,0.76,0.41,5,6.7,0.3634
1983,11,1,0.41,0.69,5.1,8.4,0.3891
1983,11,2,0,0.78,5.3,12.1,0.4359
1983,11,3,0,0.81,6.1,13.8,0.4939
1983,11,4,0.03,0.73,7.3,13.4,0.4671
1983,11,5,0.05,0.63,6.4,12.1,0.3857
1983,11,6,0,0.71,6.1,13,0.2631
1983,11,7,0,0.8,6,14.1,0.3501
1983,11,8,0,0.68,5.6,12.7,0.3846
1983,11,9,0,0.63,4.7,11.6,0.3935
1983,11,10,0,0.63,5.3,11.9,0.3924
1983,11,11,0,0.54,4.1,9.9,0.3657
1983,11,12,0.21,0.37,3.2,6.1,0.3122
1983,11,13,0.06,0.22,2,4.3,0.2274
1983,11,14,0.19,0.39,-1.3,0.4,0.2798
1983,11,15,0,0.12,0.2,4.2,0.3266
1983,11,16,0,0.24,1.2,3.6,0.3333
1983,11,17,0,0.07,-0.4,2.1,0.2809
1983,11,18,0.06,0.04,-0.8,1.5,0.2776
1983,11,19,0.05,0.21,-0.6,2.8,0.1996
1983,11,20,0,0.08,1.1,7.1,0.1249
1983,11,21,0.51,0.05,0.7,3.2,0.1728
1983,11,22,0.06,0.15,-1.4,1.1,0.2319
1983,11,23,0,0.05,-0.9,3.2,0.243
1983,11,24,0.16,0.04,0.1,6.6,0.2497
1983,11,25,2.51,0.08,3.5,6.5,0.2954
1983,11,26,18.28,0.34,5.6,8.3,0.6778
1983,11,27,18,1.02,6.1,9.1,11.4159
1983,11,28,34.34,0.25,2.5,3.1,4.8941
1983,11,29,8.17,0.17,0.5,2.2,4.6823
1983,11,30,12.78,0.09,-1.3,0.6,2.3958
1983,12,1,0.53,0.2,-5.2,-3.6,1.7358
1983,12,2,0,0.2,-9,-6.1,1.272
1983,12,3,0,0.14,-10.4,-4.5,0.9275
1983,12,4,0,0.19,-8.3,-0.8,0.6711
1983,12,5,0,0.15,-7,1.8,0.7046
1983,12,6,4.12,0.13,-4.7,0.8,0.6745
1983,12,7,10.25,0.06,-3.3,-2.3,0.6934
1983,12,8,0.71,0.14,-4.7,-1.6,0.5385
1983,12,9,0,0.12,-4.1,2.8,0.5463
1983,12,10,5.59,0.11,-1.3,3.1,0.5585
1983,12,11,1.23,0.22,-4.4,-2.1,0.5262
1983,12,12,0,0.07,-9.1,-2.4,0.4582
1983,12,13,0,0.14,-4.3,1,0.4493
1983,12,14,0,0.07,-8.4,0.9,0.4437
1983,12,15,0,0.07,-8.4,1.6,0.4526
1983,12,16,0.01,0.08,-5.8,0.5,0.5095
1983,12,17,0.77,0.02,-1,4,0.5284
1983,12,18,0.05,0.05,-3.1,1.3,0.5942
1983,12,19,3.02,0.01,-0.2,3.5,3.1884
1983,12,20,0.32,0.01,-1.2,6.3,3.1673
1983,12,21,5.96,0.02,-0.3,3.3,2.2085
1983,12,22,8.1,0,0.1,4.3,6.2085
1983,12,23,14.65,0,0.8,3.5,7.8395
1983,12,24,9.21,0,4.3,10.1,13.7616
1983,12,25,0,0,0.7,7.6,6.349
1983,12,26,14.82,0,1.7,6.8,4.0647
1983,12,27,3.89,0.18,0.5,2.7,3.2475
1983,12,28,0,0,2,9.3,2.4393
1983,12,29,0,0,0.4,8.8,2.1383
1983,12,30,3.61,0.03,1.9,8.6,1.8339
1983,12,31,4.08,0,2.2,4,1.6388
1984,1,1,0,0,0.5,8.8,1.0067
1984,1,2,0,0.05,-1.6,5.8,0.8618
1984,1,3,5.81,0.09,-0.8,4.7,0.8517
1984,1,4,12.12,0.18,-2.2,-0.2,0.8729
1984,1,5,8.76,0.11,-5.1,-2.7,0.825
1984,1,6,1.73,0.04,-6.2,-1.4,0.6031
1984,1,7,5.62,0.14,-2.6,2.2,0.5886
1984,1,8,8.61,0.09,-1.7,-0.1,1.6187
1984,1,9,5.95,0.06,-4.5,-2.1,1.1527
1984,1,10,2.91,0.12,-4.3,-1.8,0.9409
1984,1,11,0,0.09,-9.2,-1.3,0.7547
1984,1,12,6.49,0.01,-7,-0.5,0.7681
1984,1,13,4.74,0.22,-3.6,0.8,0.6678
1984,1,14,10.44,0.14,2.5,4.2,2.4638
1984,1,15,11.96,0.26,0.3,2.4,4.4426
1984,1,16,3.66,0.36,-0.5,1.6,2.5664
1984,1,17,12.34,0.24,1.1,2.6,2.252
1984,1,18,3.18,0.28,-2.6,0.2,3.3891
1984,1,19,0.4,0.04,-6.1,-0.8,2.0903
1984,1,20,6.67,0,-3.1,-1.5,1.6154
1984,1,21,1.28,0.05,-3.8,-1.1,1.2118
1984,1,22,6.22,0.08,-1,3.6,1.1918
1984,1,23,11.72,0.47,-1.2,1.2,2.0223
1984,1,24,13.04,0.35,-2.2,-1,4.9488
1984,1,25,5.9,0.2,-4.2,-2.5,2.2408
1984,1,26,0.01,0.17,-5.7,2.8,1.5842
1984,1,27,0.57,0.08,-1.4,3.5,1.3044
1984,1,28,2.25,0.08,-1.5,4.1,1.0647
1984,1,29,0,0.14,-4.3,4.2,0.8818
1984,1,30,1.13,0.03,-4,0.9,0.8083
1984,1,31,0.37,0.06,-3.9,1.5,0.8049
1984,2,1,0.67,0.18,-2.4,3.5,0.7826
1984,2,2,3.29,0,-0.6,2.3,0.8551
1984,2,3,6.95,0.22,0.4,4.2,0.7291
1984,2,4,8.51,0.17,0.9,3.1,1.9264
1984,2,5,7.72,0.07,2.6,5.8,1.4694
1984,2,6,13.1,0.23,1,4.3,3.5485
1984,2,7,27.37,0,2.5,4.5,5.3434
1984,2,8,22.44,0.44,-0.4,2,7.6745
1984,2,9,19.28,0.39,-2.4,-1,5.7013
1984,2,10,5.09,0.34,-3.3,-2,3.1093
1984,2,11,10.94,0,-2.9,-1.5,2.3557
1984,2,12,0.09,0.32,-6.1,-3.3,1.8172
1984,2,13,0,0.16,-9.1,-5.3,1.5385
1984,2,14,0.04,0.1,-9.5,-6.1,1.3579
1984,2,15,0.17,0.1,-8.2,-4.6,1.1628
1984,2,16,0.09,0.1,-9.3,-5.3,1.3646
1984,2,17,0,0.17,-10.3,-3.9,1.2442
1984,2,18,0,0.12,-10.4,-3.9,1.2152
1984,2,19,0,0.26,-9.9,0,1.2163
1984,2,20,0.68,0.17,-7.5,0.4,1.2018
1984,2,21,0,0.26,-4.4,5.6,0.9242
1984,2,22,4.52,0.19,-2,3.6,1.0078
1984,2,23,1.06,0.36,-3.4,1.6,0.9153
1984,2,24,3.23,0.24,-2.3,0.3,0.8896
1984,2,25,0.43,0.23,-2.9,0.8,0.7871
1984,2,26,3.76,0.06,-3.3,-0.7,0.7246
1984,2,27,4.09,0.17,-1.4,1.1,0.7246
1984,2,28,0.88,0.31,-0.4,2.5,0.7982
1984,2,29,0,0.44,-2.1,2.4,0.9253
1984,3,1,0.59,0.3,-2.5,2.5,0.8651
1984,3,2,8.12,0.4,0.1,3.1,0.9119
1984,3,3,6.9,0.56,-2.8,-1.2,0.951
1984,3,4,0.96,0.46,-2.7,0.6,0.7313
1984,3,5,0.02,0.28,-3.5,0.4,0.7347
1984,3,6,0,0.33,-1.4,3.5,0.7414
1984,3,7,1.27,0.27,-2.1,2.8,0.7168
1984,3,8,9.95,0.32,-2.1,-0.4,0.9465
1984,3,9,0.4,0.68,-5,-0.8,0.8005
1984,3,10,0.1,0.39,-5.6,-1,0.6689
1984,3,11,0.17,0.26,-5.3,-0.5,0.5463
1984,3,12,0.01,0.39,-4.1,1.3,0.5831
1984,3,13,0,0.5,-3.7,3.9,0.6221
1984,3,14,0,0.51,-2.4,4.4,0.6622
1984,3,15,0,0.54,-1.4,5.3,0.7302
1984,3,16,0,0.54,-0.5,5.6,0.7625
1984,3,17,0,0.51,0.9,5.7,0.6957
1984,3,18,0.36,0.43,1.1,4.9,0.6232
1984,3,19,0.01,0.48,1.4,5.1,0.6611
1984,3,20,0.54,0.54,2.2,6.7,0.7347
1984,3,21,0,0.77,2.1,6.5,0.7514
1984,3,22,0.14,0.59,2.9,7,0.7436
1984,3,23,0.49,0.63,3,6.6,0.7391
1984,3,24,0.01,0.8,3.5,10.6,0.7369
1984,3,25,9.43,0,1.7,3.9,0.9788
1984,3,26,1.23,0.42,2.3,8.4,1.0011
1984,3,27,1.19,0.71,4,8.7,1.068
1984,3,28,0.05,0.87,5.4,11.8,1.3746
1984,3,29,15.97,0,2.8,5,2.5864
1984,3,30,6.04,0.27,1.6,4.1,1.9276
1984,3,31,0.08,0.97,2.5,6.5,2.2955
1984,4,1,0.75,0.34,4.3,8.9,1.6633
1984,4,2,14.89,0.13,1.2,3.6,2.8127
1984,4,3,3.79,1.01,-0.9,1.3,2.6845
1984,4,4,0.75,0.82,-0.2,2.7,1.8952
1984,4,5,3.59,0.48,0.8,4.2,1.534
1984,4,6,3.02,0.52,2.1,4.7,1.8228
1984,4,7,0.65,0.6,3.2,5.7,1.5273
1984,4,8,4.7,0.28,3.3,5.2,1.4103
1984,4,9,1.65,0.52,3.1,5.5,1.767
1984,4,10,8.18,0.59,2.8,6.9,1.4203
1984,4,11,9.56,0.18,2.4,4.3,2.7793
1984,4,12,5.75,0.11,3.4,5.5,2.5162
1984,4,13,0.52,0.8,4.2,7.5,2.8529
1984,4,14,0,1.14,6,13.1,2.3479
1984,4,15,0,1.26,8,16.4,2.4404
1984,4,16,16.76,0.26,4.7,9.9,3.4761
1984,4,17,4.7,0.59,2,4.8,4.1294
1984,4,18,0.19,1,3.1,6.4,2.6622
1984,4,19,0,1.19,4.2,8.2,2.2174
1984,4,20,0,1.34,6.2,12.8,1.9677
1984,4,21,0,1.38,8.2,14.9,2.1137
1984,4,22,0,1.45,9.2,16.3,2.6221
1984,4,23,0.01,1.41,10.2,16.9,2.9911
1984,4,24,0,1.42,8.4,13.1,3.0602
1984,4,25,0,1.85,7.8,13,2.5931
1984,4,26,0,1.75,8.8,14.2,2.3099
1984,4,27,0.09,1.46,7.6,10.3,2.0847
1984,4,28,0.58,1.85,4,8,1.7001
1984,4,29,1.67,1.9,3,7.6,1.2954
1984,4,30,1.05,1.52,3.7,8.3,1.0825
1984,5,1,0,2.28,6.3,14.3,0.9242
1984,5,2,0,2.62,8,15.4,0.9978
1984,5,3,1.1,1.91,10.1,16.8,1.2776
1984,5,4,2.46,1.24,9.4,13.2,1.5886
1984,5,5,6.37,2,10.4,16.1,1.4593
1984,5,6,2.18,2.54,11,16.3,2.3746
1984,5,7,11.04,1.11,7.9,10.8,2.1082
1984,5,8,3.25,1.29,3.6,5.7,2.7213
1984,5,9,0,2.73,5.8,10.6,1.4047
1984,5,10,0.81,1.96,5.5,9.3,1.1951
1984,5,11,0.27,1.81,6.1,9.9,0.8796
1984,5,12,0.12,1.69,6.1,10.5,0.7012
1984,5,13,2.81,0.78,6.2,8.2,0.5407
1984,5,14,4.11,1.48,6.8,9.4,0.6522
1984,5,15,0,3.28,9.1,16.6,0.631
1984,5,16,1.2,3.33,10.2,16.8,0.7068
1984,5,17,2.4,2.58,8.7,14.3,0.7547
1984,5,18,0.01,3.65,11.2,18.6,0.5864
1984,5,19,0.56,2.5,11,17.2,0.4381
1984,5,20,5.81,1.69,9.3,13.2,0.3657
1984,5,21,23.76,1.41,7.5,8.5,2.2286
1984,5,22,4.46,2.89,9.1,14.3,1.1383
1984,5,23,9.62,2.22,8.1,11.4,1.7982
1984,5,24,2.8,2.82,9.4,13.2,3.9287
1984,5,25,7.86,2.1,8.2,12.4,2.5218
1984,5,26,0.28,3.6,11.3,16.9,1.718
1984,5,27,9.6,1.11,6.8,8.9,1.4772
1984,5,28,7.2,1.86,5.7,7.8,1.8919
1984,5,29,1.71,2.68,6.2,10.4,1.6355
1984,5,30,17.04,1.79,7,10.5,2.1739
1984,5,31,7.67,2.69,9.6,14.9,5.6389
1984,6,1,0.14,3.77,12.2,18.2,2.7626
1984,6,2,0.06,2.9,12.9,19,1.7704
1984,6,3,3.03,4.55,15.6,23.2,1.3768
1984,6,4,12.77,2.27,9.2,12.6,1.9209
1984,6,5,19.08,2.52,9.1,13.8,2.0167
1984,6,6,10.4,2.56,8.8,12.8,6.0201
1984,6,7,5.1,2.95,8.7,13,3.796
1984,6,8,2.56,3.02,9.5,13,2.2107
1984,6,9,1.57,3.18,11.6,15.7,1.7648
1984,6,10,0,3.77,13.6,17.9,1.388
1984,6,11,0.71,3.5,13.6,17.4,1.1516
1984,6,12,0.82,2.97,12.7,16.5,1.0725
1984,6,13,0.12,3.79,14.9,19.9,1.0546
1984,6,14,12.76,3.86,16.2,22,1.2798
1984,6,15,17.43,2.83,13.3,16.2,1.6444
1984,6,16,0.15,2.53,12.1,15.4,1.2954
1984,6,17,0.14,3.77,13.8,18,1.0558
1984,6,18,0.04,4.27,15.3,20.3,1.2999
1984,6,19,0.18,4.49,16.7,21.9,0.8896
1984,6,20,0.53,4.07,17.4,24.2,1.087
1984,6,21,4.98,3.22,17,22.2,1.3523
1984,6,22,11.91,2.36,15.3,19.2,4.4281
1984,6,23,14.63,1.63,12.7,15.2,2.9878
1984,6,24,30.59,1.96,10.5,13.5,9.6712
1984,6,25,1.57,3.11,11.3,15.6,5.4315
1984,6,26,6.97,2.13,13.5,16.8,2.8707
1984,6,27,3.39,4.14,15.6,21.3,2.0948
1984,6,28,18.53,2.89,14.8,19,3.0301
1984,6,29,17.2,2.48,12.1,13.8,6.601
1984,6,30,0.21,2.48,12.7,15.5,2.9209
1984,7,1,5.89,4.32,16.6,22.7,1.9788
1984,7,2,35.53,3.6,14.6,17.8,4.6277
1984,7,3,17.73,3.27,9.9,12,8.2576
1984,7,4,5.11,2.74,10,13,4.6021
1984,7,5,0.4,2.18,11.2,13.8,3.0457
1984,7,6,0,3.87,13.5,17.8,2.1472
1984,7,7,0,4.46,15.1,20.7,1.6711
1984,7,8,0.01,4.6,17.7,24.5,1.3857
1984,7,9,0,4.78,20.5,27,1.2464
